Participant.ID,X1..I.think.City.Council.should.consider.increasing.the.budget.for.the.following.service..select.one..,X2.1.Supports.environmental.and.climate.action,X2.2.Supports.truth..justice.and.reconciliation,X2.3.Makes.sure.everyone.in.Toronto.has.equitable.access.to.services.and.supports,X2.4.Makes.it.easier.to.get.around,X2.5.Supports.social..physical.and.mental.well.being,X2.6.Makes.life.easier.or.more.affordable,X2.7.Helps.build.the.economy..supports.businesses..job.creation.or.employment,X2.8.Makes.Toronto.safer,X2.9.Supports.the.city.s.development.and.prepares.for.future.growth,X2.10.This.is.a.fundamental.municipal.service,X2.11.Is.a.good.use.of.my.property.taxes.or.user.fees,X2.12.Other.,X2.13.Other.Text,X3..The.service.I.think.the.City.should.decrease.funding.to.is.,X4.1.The.money.should.go.to.another.program.or.service,X4.2.Enough.of.my.money.goes.to.this.service.already,X4.3.Benefits.some.Toronto.residents.more.than.others,X4.4.The.money.to.support.it.should.come.from.another.level.of.government,X4.5.The.City.should.not.deliver.this.service.anymore,X4.6.It.needs.to.be.more.effective.before.the.City.spends.more.money.on.this.service,X4.7.It.no.longer.meets.the.needs.of.Toronto.s.residents,X4.8.Other.,X4.9.Other.Text,X5..The.City.continues.to.fill.the.funding.gap.for.services.that.are.the.Provincial.Government.s.responsibilities..resulting.in.a..1.5.billion.budget.shortfall..These.services.should.be.properly.funded.by.them.including.housing..emergency.shelters..highways..public.safety..refugees.and.transit..Do.you.agree.that.the.provincial.government.should.step.up.and.pay.for.their.responsibilities.,X6..The.City.of.Toronto.continues.to.fill.the.gap.in.funding.for.services.that.are.within.the.Federal.Government.s.responsibilities.and.should.be.properly.funded.by.them..These.services.include.housing..transit..health.and.refugee.settlement....Do.you.agree.that.the.federal.government.should.step.up.and.pay.for.their.responsibilities.,X7.1.Meet.and.speak.with.my.local.Member.of.Provincial.Parliament..MPP..and.Member.of.Parliament..MP.,X7.2.Ask.friends.to.also.contact.their.MPP.and.MP.to.support.a.New.Deal,X7.3.Participate.in.the.provincial.budget.consultations,X7.4.Participate.in.the.federal.budget.consultations,X7.5.Sign.a.petition.to.the.provincial.and.federal.parliaments,X7.6.Other,X7.7.Other.Text,X8..Please.provide.the.first.three.characters.of.your.postal.code..e.g..M5H.,X9..What.is.your.age.,X10.1.Identify.as.Indigenous.to.Canada..First.Nations..Inuit.or.Metis.,X10.2.From.a.racialized.community,X10.3.New.to.Canada..less.than.5.years.,X10.4.Have.lived.experience.of.homelessness,X10.5.Member.of.the.2SLGBTQ..community,X10.6.Living.with.disability,X10.7.Low.income,X10.8.My.primary.language.is.not.English.or.French,X10.9.None.of.these.apply.to.me.or.prefer.not.to.answer,X10.10.Other,X10.11.Other.Text
b86442a15f81ae0776ed4135a927c7d2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
d91be7a7717043779ae06bc9a880c77f,Affordable housing and shelters ,NA,1,1,NA,1,1,1,1,1,1,1,1,"Housing is a basic human right and it is really disheartening to see (including myself) so many people struggling to pay rent, leading to precarious housing. It is also scary that shelters are maxed",Police ,1,1,1,NA,1,1,1,1,"The police is given too much budget at the expense of other social services, only perpetuates further discrimination legitimized by the government",Strongly agree,Strongly agree,1,1,1,1,1,NA,,M5E,30-54,NA,1,NA,NA,1,1,1,NA,NA,NA,
7116f3fd76996607a9b264e59a23f03b,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
a6871cac0e5113d941fea85e29846a87,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
6ff480f78b49e873f5c9d528689124b3,TTC and Wheel Trans ,1,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,,"Arts, culture, entertainment and attractions",NA,NA,NA,1,NA,NA,NA,NA,,Strongly agree,Strongly agree,1,NA,1,1,NA,NA,,M1B,30-54,NA,1,1,NA,NA,1,NA,1,NA,NA,
2ea8d465dfe8a5b13e79e33b2856d156,Environment and climate ,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,Police ,1,1,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,1,1,NA,NA,1,NA,,M4K,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
3e493d868413aaeb6476a093c5fabb4b,Employment and social services,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,,Parking ,1,NA,1,NA,NA,NA,NA,NA,,Disagree,Disagree,1,NA,NA,NA,NA,NA,,M1v,20–29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
ad28eaac1df225b0809bd43c6004df63,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
f3c2a2cde1d3745cba52a9a10408dbff,Public health,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,,Parking ,1,1,NA,NA,NA,1,NA,NA,,Agree,Strongly agree,1,1,NA,NA,NA,NA,,M2H,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
7f880ad2ea283ad2e0c3575bd25b4224,Affordable housing and shelters ,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,,Police ,1,1,1,NA,NA,1,1,NA,,Strongly agree,Strongly agree,1,1,NA,NA,1,NA,,M2R,30-54,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
5d52e2d20483ca5d95f3bea2cd5e149d,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
eaea361d506cdd7f7cc37f118007376b,Affordable housing and shelters ,NA,NA,1,NA,1,1,NA,NA,NA,1,NA,NA,,Parking ,1,NA,NA,NA,NA,NA,NA,NA,,Undecided / Don’t Know,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
f2792c3072c2f1c859a6bd0deb1c353a,Affordable housing and shelters ,NA,NA,1,NA,1,1,1,1,NA,1,NA,NA,,Child care ,NA,NA,NA,1,NA,NA,NA,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M5V,20–29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
7352c4956af5c71b0c3d540a59c9b2f1,Affordable housing and shelters ,1,1,1,NA,1,1,1,NA,1,NA,NA,NA,,Police ,1,1,1,NA,NA,NA,NA,1,This service is already very offer-funded and should be made more efficient as well as more equitable.,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M5E,20–29,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,
85a5a6b89066995d355fa3e39b948766,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0c5fb784e8f9e2b18029e12566f4f7a6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
ae96565b34dae4d686105fcc13aae433,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
a8ee7901a65072df4ad7d572926285f2,Employment and social services,1,1,1,NA,1,1,1,1,1,NA,1,NA,,Police ,1,1,1,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M5A,30-54,NA,NA,NA,NA,1,1,1,NA,NA,NA,
57af1dc385b32092ed40fb1dd938fe5d,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
3a97f33939c452e139d389d50477748b,TTC and Wheel Trans ,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,,Police ,1,NA,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,1,1,1,NA,,M5R,65 and over,NA,NA,NA,NA,1,NA,NA,1,NA,NA,
1b026aa9e07306be497ef594296f2e44,Affordable housing and shelters ,1,1,1,NA,NA,1,1,1,1,NA,1,NA,,Police ,1,1,NA,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,NA,NA,1,NA,NA,NA,,M5E,20–29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
bc82a444bd0df8447d57bb112116799e,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4d9cbade39989067bc58a1ff26658111,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
e1e88f9f72da009c672cd492847a5aa8,Water treatment and distribution,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,Affordable housing and shelters ,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
f3f820e9bc60d146b6b676bf7e30af77,Enforcement of bylaws and licensing ,1,1,1,1,1,1,1,1,1,1,1,NA,,"Arts, culture, entertainment and attractions",1,1,1,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M9A,30-54,NA,1,NA,NA,NA,1,1,1,NA,NA,
62041d76057b8d5b49ad0da14ce82072,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
71f5a043b6a94b1951dd991439fbf67d,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
cc4ab1efca14bae7dde975695aa0bfbe,"Maintaining roads, bike lanes and sidewalks",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,,Animal services,1,NA,NA,NA,NA,NA,NA,NA,,Agree,Agree,NA,NA,NA,NA,1,NA,,m5t,30-54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
9a97c0a8c635a065b90189a0f4b95456,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
334d141c544dbfc95711459c9509a8b8,Environment and climate ,1,1,1,1,1,1,1,1,1,1,NA,NA,,Police ,1,1,1,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,1,1,1,NA,1,NA,,M6G,20–29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
06502fa933d91bab2cb6b251fd935a12,Planning and development,NA,NA,1,1,NA,1,NA,1,1,NA,1,NA,,Parking ,1,NA,1,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M2N,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
822086426761865559670eea279bc132,Affordable housing and shelters ,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,,Parks and recreation,NA,1,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M2R,19-Oct,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
e3ac49bdf4e5dd5fd7c48cd57a22cf4a,Libraries,1,1,1,NA,1,NA,1,1,NA,1,1,NA,,Parking ,1,NA,1,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M5b,30-54,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,
bf0356774212e35888e340a273deb253,Affordable housing and shelters ,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,,Police ,1,1,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M1R,19-Oct,NA,1,NA,NA,1,1,NA,NA,NA,NA,
af761f854175d9b8b338068bf10e95bf,Affordable housing and shelters ,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,,Building permits and inspections,1,NA,NA,NA,NA,1,NA,NA,,Strongly agree,Agree,1,NA,1,1,NA,NA,,M5R,65 and over,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
66a563e88ca4d34b0618c279b62aaf0f,Affordable housing and shelters ,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,,Police ,1,NA,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,1,NA,NA,NA,1,NA,,M1C,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
bd5bf9e08ccd9ca92db12dd0e8450860,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
244e98c5d6570921dd54961385b4d5bd,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
c1b7dbca4971e6160d645c5afadd167d,Affordable housing and shelters ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
99ae9fa2bd3240a93041f18241e27204,Affordable housing and shelters ,NA,1,1,NA,1,1,NA,1,1,NA,NA,NA,,Police ,1,1,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,1,1,NA,NA,NA,NA,,M6P,30-54,NA,1,NA,NA,1,1,1,NA,NA,NA,
e76ec936c7557d413fe21c88851baaf9,Public health,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,,"Arts, culture, entertainment and attractions",1,1,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,1,NA,1,NA,1,NA,,M2R,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
6ed5020722fa811e2cb10063fb8c2a4e,"Maintaining roads, bike lanes and sidewalks",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,,Promoting and supporting Toronto businesses,1,1,1,1,1,1,NA,NA,,Strongly agree,Strongly agree,1,1,NA,NA,1,NA,,M4S,30-54,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,
65cf16e9cc3fe097cd162ae99b40330d,Affordable housing and shelters ,NA,NA,1,NA,NA,1,NA,1,1,NA,1,NA,,Parking ,1,NA,NA,NA,NA,NA,1,NA,,Strongly agree,Strongly agree,NA,NA,1,1,1,NA,,M5S,20–29,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,
de8ae02a9735cf5820b71d84b7cd3e76,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
4888a91dfb85f345c98a1748fec40433,"Maintaining roads, bike lanes and sidewalks",NA,NA,NA,1,1,NA,NA,1,1,1,1,NA,,Promoting and supporting Toronto businesses,1,NA,NA,NA,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,1,NA,NA,,M4T,65 and over,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
52e596ab6695ee4485cdf9f4af19dfb9,Planning and development,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,,Parking ,1,NA,1,NA,NA,NA,1,NA,,Strongly agree,Strongly agree,NA,NA,1,1,1,NA,,M5V,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
c6ecd4fb1d8781d6f1189ced50e9b23a,Affordable housing and shelters ,1,1,NA,NA,1,1,1,1,1,1,1,NA,,Police ,1,1,1,NA,NA,1,1,NA,,Strongly agree,Strongly agree,1,NA,1,1,1,NA,,M4Y,30-54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
77a28237d8c154e515ed4c0b2e670782,Affordable housing and shelters ,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Building permits and inspections,NA,1,NA,NA,NA,NA,NA,NA,,Agree,Strongly agree,1,NA,NA,NA,NA,NA,,M4s,20–29,NA,1,NA,NA,NA,NA,1,NA,NA,NA,
dad4efb2acec83b382076b7c8326170c,TTC and Wheel Trans ,1,NA,1,1,1,1,1,1,1,1,1,NA,,Police ,NA,1,1,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M1R,30-54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
90303250a545013258e7dd8ee70a6a1d,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
64885fc97450bf1e3b2a18065f831d88,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
26c4e2efffbe04e98c412ac98f85638f,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24d4c4d036b91cd88dfaf6117fa0b17c,TTC and Wheel Trans ,1,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,,Police ,1,NA,NA,NA,NA,1,1,NA,,Agree,Agree,NA,NA,NA,NA,1,NA,,m5v,55-64,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
523588c4e27c7c3ac1b3d4a9d8f16745,"Maintaining roads, bike lanes and sidewalks",1,NA,NA,1,1,1,1,1,1,1,1,NA,,Police ,1,1,NA,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,NA,1,NA,NA,1,NA,,M6C,30-54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
4cbde7a49292ae45c3f16bd489bc7fbe,"Maintaining roads, bike lanes and sidewalks",NA,NA,1,1,NA,1,1,1,1,1,1,NA,,Police ,1,1,1,1,NA,NA,NA,NA,,Strongly agree,Strongly agree,1,1,NA,NA,1,NA,,M6K,30-54,NA,1,NA,NA,NA,NA,1,NA,NA,NA,
d1484b2cfdd3d9aad2563eb5585b2cea,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7840e00664308114034b133a1ca74a85,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
0a97ba7691d5ae11566de9a9a18f2ee7,Paramedics,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,,Public health,NA,NA,NA,1,NA,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M8y,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
194d1a945ab182ea6918cee966b534fc,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
044ed97580eb6d97edf3658d3550f226,Parks and recreation,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,,Promoting and supporting Toronto businesses,1,NA,1,NA,1,NA,NA,NA,,Strongly agree,Strongly agree,NA,NA,1,NA,NA,NA,,M8V,55-64,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
304342106fc5c1db1a2971bad773fb09,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
b609585061918956f19b820c2fc91edf,TTC and Wheel Trans ,1,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,,Police ,1,1,1,NA,NA,NA,NA,1,Lot of wasted dollars for police who don’t do much for enforcing road safety laws (even when drivers actively are breaking the law in front of a cop car) and their general indifference,Strongly agree,Strongly agree,NA,NA,1,NA,1,NA,,M6h,30-54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
23bae4418bd4c7d3de9ebdc24c39a170,Affordable housing and shelters ,NA,1,1,NA,1,1,NA,1,NA,NA,1,NA,,Police ,1,NA,NA,NA,NA,NA,NA,NA,,Agree,Agree,NA,NA,NA,NA,1,NA,,M9N,30-54,NA,1,NA,NA,1,NA,NA,NA,NA,NA,
bf8accfd50a55104e445b25239372e06,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
14f8f2fa047a6fd328540e1c7e83ce9a,Affordable housing and shelters ,1,1,1,NA,1,1,NA,1,1,1,1,NA,,Police ,1,1,1,NA,NA,1,1,NA,,Strongly disagree,Strongly disagree,1,1,1,1,1,NA,,M1J,20–29,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,
6ea2514da98779307822ea702f09a1e0,Child care ,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,,Police ,1,1,NA,NA,NA,NA,NA,1,Safety doesn't mean more police funding. Social programs sjouks be funded instead of the police,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M5v,30-54,NA,1,NA,NA,NA,1,NA,NA,NA,NA,
3cb730395f4cb5e5824d34323dacf861,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8e317ef6cb6ae50826f2cd39e9ec268b,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
b9e9fec01ee8c6834d5cf08d546aa237,Parks and recreation,1,1,1,NA,1,1,NA,1,NA,1,1,1,Helps families,Police ,1,1,1,NA,NA,NA,1,1,Wastes money on propaganda,Agree,Agree,1,1,1,1,NA,NA,,M6N,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
5df609e86523dd57160deea9a5ea0bae,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
104712ecd42c2e47458b2bf31ab862c8,"Community grants, partnerships and programs for youth",NA,NA,1,NA,1,1,1,1,NA,NA,1,NA,,Police ,1,1,NA,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M4S,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
250bbc101290a202698ba0575c700a7f,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
24b2517a6317749e3a61e55caf9f5199,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
47886f90d6aa696031656d7b8b04d566,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
328535d65ef3a3de3923e94eadb4f6d8,Affordable housing and shelters ,NA,NA,1,NA,1,1,NA,1,1,1,1,NA,,Police ,1,1,NA,NA,NA,1,NA,NA,,Strongly agree,Strongly agree,1,NA,1,1,1,NA,,M5V,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
f8d0382bdc6dad6b0da616fab316b832,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8bc19aee3ff1fa1e6c526e435bd81c90,Employment and social services,NA,1,1,NA,1,NA,1,1,1,NA,1,NA,,Police ,1,1,1,1,NA,1,NA,NA,,Strongly agree,Strongly agree,NA,NA,NA,NA,1,NA,,M4b,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
a93fea2ece068c1611a4c1ab8357c44b,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
7a7c6cc54c6ff0512e9a22d2f4bbbb6d,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
8067c88773f2cbf37fd6735fd222f225,TTC and Wheel Trans ,1,NA,NA,1,1,1,1,1,1,1,1,NA,,Police ,1,1,NA,NA,NA,1,1,NA,,Strongly agree,Strongly agree,1,1,1,1,1,NA,,M6R,30-54,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,
981e23220a3ffb9563bb560c802df788,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
